종목명,종목코드,시장,섹터코드,섹터명,기존섹터코드,기존섹터명,분류근거,매칭방식,검토신뢰도,추가검토필요
한화생명,088350,KOSPI,S03,금융·보험·투자,S05,건설·부동산,한국거래소 공식 업종,AI+수동검토,높음,True
한화손해보험,000370,KOSPI,S03,금융·보험·투자,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
한화투자증권,003530,KOSPI,S03,금융·보험·투자,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
한화투자증권우,003535,KOSPI,S03,금융·보험·투자,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
현대지에프홀딩스,005440,KOSPI,S03,금융·보험·투자,S99,기타,자동 패턴 매칭,키워드,높음,False
현대차증권,001500,KOSPI,S03,금융·보험·투자,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
현대코퍼레이션홀딩스,227840,KOSPI,S03,금융·보험·투자,S99,기타,자동 패턴 매칭,키워드,높음,False
현대해상,001450,KOSPI,S03,금융·보험·투자,S99,기타,자동 패턴 매칭,키워드,높음,False
흥국화재,000540,KOSPI,S03,금융·보험·투자,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
흥국화재우,000545,KOSPI,S03,금융·보험·투자,S05,건설·부동산,자동 패턴 매칭,키워드,높음,False
GH신소재,130500,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
KBG,318000,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
KBI메탈,024840,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SG,255220,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
TS트릴리온,317240,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
강동씨앤엘,198440,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
경남스틸,039240,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
광진실업,026910,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
국영지앤엠,006050,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
국일신동,060480,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
그래피,318060,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
그린플러스,186230,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
금강철강,053260,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
뉴보텍,060260,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대동금속,020400,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
대진첨단소재,393970,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
대창스틸,140520,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대호특수강,021040,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대호특수강우,021045,KOSDAQ,S04,화학·소재,S99,기타,보통주 대호특수강와 동일 섹터 적용,AI+수동검토,높음,True
동국알앤에스,075970,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
동양에스텍,060380,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
동양파일,228340,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
동일금속,109860,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
동일스틸럭스,023790,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
디케이앤디,263020,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
라이온켐텍,171120,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
모헨즈,006920,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
보원케미칼,0010F0,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
본느,226340,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
비비씨,318410,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
삼미금속,012210,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
삼양케이씨아이,036670,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
삼표시멘트,038500,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
삼현철강,017480,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
상보,027580,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
서산,079650,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
성광벤드,014620,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
성일하이텍,365340,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
세림B&G,340440,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
세화피앤씨,252500,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
스톰테크,352090,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
신라섬유,001000,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
신스틸,162300,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
실리콘투,257720,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
쎄노텍,222420,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
씨큐브,101240,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
아셈스,136410,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
아크릴,0007C0,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
알멕,354320,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
앤디포스,238090,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에스아이리소스,065420,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에이에스텍,453860,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에이에프더블류,312610,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에이치브이엠,295310,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에코플라스틱,038110,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
엔피케이,048830,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
예선테크,250930,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
오공,045060,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
오성첨단소재,052420,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
와토스코리아,079000,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
원익머트리얼즈,104830,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
원일특강,012620,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
원풍,008370,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
웹스,196700,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
유에스티,263770,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
유진기업,023410,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
율촌,146060,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
이노진,344860,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
이녹스첨단소재,272290,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
이렘,009730,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
이브이첨단소재,131400,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
인산가,277410,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
잉크테크,049550,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
제이씨케미칼,137950,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
제이엠아이,033050,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
제이케이시냅스,060230,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
중앙첨단소재,051980,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
케이디켐,221980,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
켐트로닉스,089010,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
켐트로스,220260,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
코이즈,121850,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
크리스탈신소재,900250,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
태광,023160,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
티케이지애강,022220,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
티케이케미칼,104480,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
티플랙스,081150,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
포스코엠텍,009520,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
프럼파스트,035200,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
피제이메탈,128660,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
하이록코리아,013030,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
한국선재,025550,KOSDAQ,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
한국알콜,017890,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
한국첨단소재,062970,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
한국큐빅,021650,KOSDAQ,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
한울소재과학,091440,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
한일화학,007770,KOSDAQ,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
DL,000210,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
DL우,000215,KOSPI,S04,화학·소재,S99,기타,보통주 DL와 동일 섹터 적용,AI+수동검토,높음,True
DRB동일,004840,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
DSR,155660,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
DSR제강,069730,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
HS효성첨단소재,298050,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
KBI동양철관,008970,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
KCC,002380,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
KCC글라스,344820,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
KG스틸,016380,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
KG케미칼,001390,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
KPX케미칼,025000,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
LG화학,051910,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
LG화학우,051915,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
NI스틸,008260,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
NPC,004250,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
NPC우,004255,KOSPI,S04,화학·소재,S99,기타,보통주 NPC와 동일 섹터 적용,AI+수동검토,높음,True
OCI,456040,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
OCI홀딩스,010060,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
PI첨단소재,178920,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
PKC,001340,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SHD,001770,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SIMPAC,009160,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SKC,011790,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SK오션플랜트,100090,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SK케미칼,285130,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
SK케미칼우,28513K,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
SP삼화,000390,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
SUN&L,002820,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
TCC스틸,002710,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
TKG휴켐스,069260,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
WISCOM,024070,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
강남제비스코,000860,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
경인양행,012610,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
고려아연,010130,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
고려제강,002240,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
국도화학,007690,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
그린케미칼,083420,KOSPI,S04,화학·소재,S99,기타,자동 패턴 매칭,키워드,높음,False
금양,001570,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
금호석유화학,011780,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
금호석유화학우,011785,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
깨끗한나라우,004545,KOSPI,S04,화학·소재,S99,기타,보통주 깨끗한나라와 동일 섹터 적용,AI+수동검토,높음,True
남선알미늄,008350,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
남선알미우,008355,KOSPI,S04,화학·소재,S99,기타,보통주 남선알미늄와 동일 섹터 적용,AI+수동검토,높음,True
남해화학,025860,KOSPI,S04,화학·소재,S08,조선·방산·우주,자동 패턴 매칭,키워드,높음,False
넥스틸,092790,KOSPI,S04,화학·소재,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
